False	1.0	0.8708	174246015.6288
True	1.0	0.8707	173992336.5888
True	0.9	0.8731	142088814.9576
True	0.8	0.8732	112779914.6322
True	0.7	0.8698	85898202.192
True	0.6	0.8652	63551889.3114
True	0.5	0.8606	45277650.0018
True	0.4	0.8463	28767737.232
True	0.3	0.8249	16565972.4432
